76,163,6
77,78,6
77,79,6
77,80,6
78,79,6
78,80,6
79,80,6
79,175,6
80,153,6
80,163,6
80,175,6
81,82,3
81,87,4
82,83,4
82,87,3
82,88,6
82,89,5
82,90,5
82,91,6
83,84,3
83,90,6
83,91,5
83,92,6
84,85,4
84,91,5
84,92,6
84,93,4
85,86,3
85,93,2
85,94,3
86,94,2
86,95,3
86,99,1
87,88,3
87,134,2
87,135,3
88,89,4
88,135,2
88,136,3
89,90,3
89,136,2
89,137,3
90,91,5
90,137,6
90,138,6
91,92,3
91,96,4
91,97,2
91,138,3
91,139,1
92,93,2
92,96,3
93,94,3
93,96,2
93,97,1
93,98,2
94,95,3
94,98,2
95,98,2
95,99,3
95,100,1
96,97,2
97,98,2
97,139,3
97,140,2
98,100,3
98,105,2
98,140,3
99,100,1
99,101,3
99,102,2
100,101,2
100,105,3
101,102,4
101,105,2
101,106,3
101,107,1
102,103,2
102,107,3
103,107,2
103,108,3
103,109,4
104,109,4
104,110,3
105,106,4
105,140,3
105,149,3
105,150,3
106,107,2
106,150,1
106,151,3
106,152,2
107,108,3
107,152,2
108,109,3
108,111,6
108,114,6
108,152,2
109,110,3
109,111,4
109,112,2
110,112,2
111,112,3
111,113,4
111,114,5
111,115,2
111,116,5
111,152,3
112,113,6
113,115,4
113,116,3
113,117,4
114,115,3
114,118,2
114,119,3
114,152,1
115,116,2
115,119,3
115,120,2
116,117,2
116,120,3
116,121,2
117,121,1
117,126,3
117,226,2
118,119,2
118,122,3
118,123,4
118,152,6
119,120,3
119,123,2
119,124,4
120,121,2
120,124,3
120,125,4
121,125,3
121,126,2
122,123,1
122,127,2
122,152,3
123,124,2
123,127,3
123,128,1
124,125,2
124,128,3
124,129,2
125,126,2
125,129,3
125,130,1
125,131,2
126,131,3
126,226,6
127,128,4
127,132,6
128,129,3
128,132,6
129,130,3
130,131,2
131,228,6
132,152,6
132,173,6
133,134,3
133,141,6
133,142,2
133,143,3
134,135,2
134,143,3
134,144,2
134,157,3
135,136,3
135,144,2
136,137,2
136,144,3
136,145,4
136,159,5
136,160,3
137,146,4
137,160,2
138,139,3
139,140,2
139,148,3
140,148,2
140,149,3
140,150,2
141,142,2
142,143,6
142,153,3
142,174,2
143,155,2
143,156,3
143,157,2
143,174,1
144,145,2
144,157,3
144,158,2
145,158,2
145,159,3
146,147,2
146,160,3
146,169,2
147,148,2
147,169,3
147,170,2
148,149,2
148,170,6
149,150,3
149,161,2
150,151,2
150,161,3
150,162,2
151,152,2
151,162,1
151,173,3
153,173,2
153,154,2
153,163,3
153,174,2
154,155,1
154,156,3
154,163,2
154,164,1
154,174,3
156,157,1
156,165,3
156,166,2
157,158,3
157,166,2
158,159,2
158,166,3
159,160,2
159,167,3
160,167,2
160,169,3
161,162,2
161,171,3
161,172,2
162,172,2
162,173,3
163,164,2
164,165,2
165,166,2
167,168,2
167,169,3
171,172,3
171,238,6
172,173,2
172,238,6
175,177,3
175,176,2
175,178,1
176,176,1
177,178,3
177,180,2
178,179,2
178,180,3
178,181,2
179,181,1
179,182,1
180,181,2
181,182,1
182,183,6
182,184,2
183,184,2
183,185,3
184,185,2
184,187,2
185,187,2
185,190,1
185,191,2
185,192,3
186,187,2
186,188,2
186,189,2
187,189,3
187,190,2
188,189,4
188,199,3
189,190,3
189,199,4
189,200,2
189,201,3
190,191,2
190,201,5
190,202,4
190,203,3
191,192,2
191,203,3
191,204,4
192,193,4
192,204,3
193,194,5
193,204,4
193,205,3
194,195,3
194,205,5
194,206,4
195,196,3
195,206,4
195,208,5
195,209,2
196,197,3
196,209,4
196,211,3
197,198,3
197,211,4
197,212,3
198,212,4
198,239,6
198,242,5
199,200,4
199,213,3
199,214,4
200,201,4
200,202,3
200,214,3
200,216,4
201,202,4
202,203,2
202,216,3
202,219,4
203,204,4
203,219,3
203,220,4
204,205,3
204,220,4
205,206,2
205,207,3
205,220,4
205,221,3
206,207,4
206,208,3
207,221,4
207,222,3
208,209,2
208,210,5
208,222,3
208,223,2
209,210,2
209,211,3
210,211,4
210,223,3
210,224,5
211,212,3
211,224,5
211,225,4
212,225,3
213,214,5
213,215,4
214,215,5
214,216,4
215,216,4
215,217,3
216,217,3
216,218,4
216,219,3
217,218,4
218,219,4
218,220,4
219,220,3
220,221,3
221,222,3
222,223,4
223,224,4
224,225,3
226,227,4
226,228,3
227,228,3
227,229,4
227,230,3
228,229,4
229,230,3
229,231,4
230,231,4
230,232,5
231,232,5
231,233,4
231,234,3
232,233,2
233,234,4
233,235,5
233,236,4
233,237,3
234,235,5
234,246,4
235,236,4
235,246,3
235,247,4
236,237,3
236,247,5
236,248,4
237,248,4
239,240,4
239,242,6
240,241,3
240,242,6
240,243,6
241,243,6
242,243,4
242,250,5
243,244,4
243,250,3
244,245,6
244,250,3
244,251,6
245,246,6
245,251,4
245,252,3
246,247,4
246,249,3
247,248,3
247,249,4
248,249,4
248,252,6
249,252,6
251,252,3
253,254,5
